Index,Height(Inches),Weight(Pounds),Height(m),Weight(kg),IMT
18931,68.91809,119.6725,1.72295225,54.2732426303855,18.2826559567237
18932,66.75571,111.1221,1.66889275,50.3955102040816,18.0940168472464
18933,63.60255,113.6185,1.59006375,51.527664399093,20.3803380848178
18934,67.9549,132.0406,1.6988725,59.882358276644,20.748051749805
18935,70.12267,136.86,1.75306675,62.0680272108844,20.1962638834267
18936,68.52279,122.0874,1.71306975,55.3684353741497,18.8674044271054
18937,68.27301,126.9347,1.70682525,57.5667573696145,19.760305250936
18938,68.0335,132.211,1.7008375,59.9596371882086,20.7268522278706
18939,63.71782,112.9014,1.5929455,51.2024489795918,20.1785009093137
18940,63.27713,123.3834,1.58192825,55.9561904761905,22.3601429856665
18941,67.44392,144.5663,1.686098,65.562947845805,23.0617811044492
18942,70.93268,124.134,1.773317,56.2965986394558,17.9023235226522
18943,64.95846,124.1922,1.6239615,56.3229931972789,21.3567059755574
18944,67.82998,134.4499,1.6957495,60.9750113378685,21.2045223657202
18945,65.67986,117.3818,1.6419965,53.2343764172336,19.7445716807652
18946,67.85729,106.2393,1.69643225,48.1810884353741,16.7418546322917
18947,68.64131,126.2599,1.71603275,57.2607256235828,19.444899517944
18948,67.15147,144.6755,1.67878675,65.6124716553288,23.280662369801
18949,68.15486,128.6466,1.7038715,58.3431292517007,20.0962970485903
18950,66.76022,120.5667,1.6690055,54.6787755102041,19.6292291343082
18951,66.15116,124.4818,1.653779,56.4543310657596,20.6415506707463
18952,70.03411,135.579,1.75085275,61.487074829932,20.0578596097856
18953,63.62972,123.3694,1.590743,55.9498412698413,22.1105129031676
18954,67.99637,127.8984,1.69990925,58.0038095238095,20.0726653215864
18955,63.86584,101.1195,1.596646,45.8591836734694,17.9890838075275
18956,69.94454,133.8068,1.7486135,60.6833560090703,19.8464089854335
18957,68.33791,134.2027,1.70844775,60.8629024943311,20.8520739894675
18958,67.69831,127.598,1.69245775,57.8675736961451,20.2022435095108
18959,67.13141,115.7628,1.67828525,52.5001360544218,18.6392688896627
18960,68.76137,114.535,1.71903425,51.9433106575964,17.5776400580222
18961,65.59809,123.1285,1.63995225,55.840589569161,20.7628797605772
18962,66.31687,100.5823,1.65792175,45.6155555555556,16.5952924631403
18963,69.44079,141.2083,1.73601975,64.0400453514739,21.2491864620623
18964,69.37313,132.8006,1.73432825,60.227029478458,20.0229861466169
18965,68.42964,128.6768,1.710741,58.3568253968254,19.9399070951208
18966,64.69932,125.6053,1.617483,56.9638548752834,21.7730826732049
18967,69.72645,98.13857,1.74316125,44.5072879818594,14.6472470085696
18968,68.41304,133.712,1.710326,60.6403628117914,20.730224023562
18969,65.35887,116.9776,1.63397175,53.0510657596372,19.8703275231078
18970,67.12896,130.9687,1.678224,59.3962358276644,21.0891496090511
18971,66.92088,127.3274,1.673022,57.7448526077097,20.630510436167
18972,69.29888,138.2458,1.732472,62.6965079365079,20.8886755127209
18973,69.09147,131.6457,1.72728675,59.7032653061224,20.0110188558938
18974,67.94608,128.8156,1.698652,58.4197732426304,20.2465503259504
18975,69.76571,147.9617,1.74414275,67.1028117913832,22.0585349417643
18976,68.06441,124.6722,1.70161025,56.5406802721088,19.5272390778431
18977,67.49538,148.7456,1.6873845,67.4583219954648,23.6923109094891
18978,67.11697,113.3744,1.67792425,51.4169614512472,18.2625621341789
18979,65.08173,111.555,1.62704325,50.5918367346939,19.1109489223961
18980,67.85374,131.636,1.6963435,59.6988662131519,20.746196410054
18981,66.25532,112.1725,1.656383,50.8718820861678,18.5419871706837
18982,70.04843,139.3738,1.75121075,63.2080725623583,20.6108412514114
18983,71.20862,134.4401,1.7802155,60.970566893424,19.2386714038782
18984,69.74874,137.7951,1.7437185,62.4921088435374,20.5528678603027
18985,71.44554,136.6001,1.7861385,61.9501587301587,19.4183426389538
18986,69.94668,141.4994,1.748667,64.1720634920635,20.9861018318977
18987,66.87131,119.1642,1.67178275,54.0427210884354,19.3364849071613
18988,69.21473,128.4229,1.73036825,58.2416780045351,19.451665984088
18989,66.74018,127.9894,1.6685045,58.0450793650794,20.8502201431562
18990,69.6161,138.6399,1.7404025,62.8752380952381,20.757748498491
18991,70.88611,107.6722,1.77215275,48.8309297052154,15.5486499749541
18992,65.62141,132.3347,1.64053525,60.0157369614512,22.2994427517634
18993,65.47498,108.9138,1.6368745,49.3940136054422,18.4350173556236
18994,66.58238,121.9442,1.6645595,55.3034920634921,19.9596953237883
18995,67.40184,120.102,1.685046,54.4680272108844,19.1830705247736
18996,66.54299,100.2631,1.66357475,45.4707936507936,16.4303908469155
18997,68.20307,132.0264,1.70507675,59.8759183673469,20.5951198021219
18998,68.3355,129.1787,1.7083875,58.5844444444444,20.0728734073597
18999,66.84503,110.5189,1.67112575,50.1219501133787,17.9477370242845
19000,67.14814,105.918,1.6787035,48.0353741496599,17.04563505339
19001,68.95693,130.3178,1.72392325,59.1010430839002,19.8865429308895
19002,67.45968,135.2663,1.686492,61.3452607709751,21.5681276933583
19003,69.73828,139.1718,1.743457,63.116462585034,20.7644374338917
19004,69.82326,128.9242,1.7455815,58.4690249433107,19.1887016468086
19005,69.66234,118.628,1.7415585,53.7995464852608,17.7379113555237
19006,74.01942,124.2312,1.8504855,56.3406802721088,16.4532127582702
19007,64.87799,127.1184,1.62194975,57.6500680272109,21.9141703787411
19008,68.45052,125.3085,1.711263,56.8292517006803,19.4061067824827
19009,69.20931,138.436,1.73023275,62.7827664399093,20.9715916223452
19010,68.7274,128.841,1.718185,58.4312925170068,19.7927275517343
19011,67.51895,110.6973,1.68797375,50.2028571428571,17.6196410764402
19012,69.2305,146.7603,1.7307625,66.5579591836735,22.2190273368708
19013,69.58018,122.7056,1.7395045,55.648798185941,18.3909717131553
19014,67.13026,123.9607,1.6782565,56.2180045351474,19.959917890353
19015,68.74446,138.4759,1.7186115,62.8008616780045,21.2622967720832
19016,65.03535,103.0616,1.62588375,46.7399546485261,17.6811010279683
19017,67.11675,135.7574,1.67791875,61.5679818594104,21.8682013417866
19018,67.28088,105.8265,1.682022,47.9938775510204,16.9637746835321
19019,65.52005,114.0189,1.63800125,51.7092517006803,19.2725772590559
19020,68.46225,126.0038,1.71155625,57.1445804988662,19.5070993319453
19021,68.29754,125.6328,1.7074385,56.9763265306122,19.5435883118255
19022,67.42591,118.7455,1.68564775,53.8528344671202,18.9528670569262
19023,67.66937,142.4494,1.69173425,64.6029024943311,22.5729202233055
19024,71.81863,146.9166,1.79546575,66.628843537415,20.6684555575604
19025,68.71802,128.9584,1.7179505,58.4845351473923,19.8161713992167
19026,66.58401,122.4293,1.66460025,55.5234920634921,20.0381148531067
19027,69.3764,120.9916,1.73441,54.8714739229025,18.24076668519
19028,68.44002,135.6954,1.7110005,61.5398639455782,21.021139721424
19029,64.71921,122.5415,1.61798025,55.5743764172336,21.2289329909078
19030,68.52755,125.3404,1.71318875,56.8437188208617,19.3674326696046
19031,69.35345,134.088,1.73383625,60.8108843537415,20.2285690332893
19032,69.20229,117.4489,1.73005725,53.2648072562358,17.795877610843
19033,67.00578,120.8698,1.6751445,54.8162358276644,19.5346060878895
19034,66.89812,112.9835,1.672453,51.2396825396825,18.3188660315762
19035,68.35288,135.8208,1.708822,61.5967346938775,21.0942474888824
19036,67.33573,118.4924,1.68339325,53.7380498866213,18.963161306602
19037,69.82623,138.6881,1.74565575,62.8970975056689,20.6401760885498
19038,67.099,128.0533,1.677475,58.0740589569161,20.6381169075488
19039,68.54065,129.6286,1.71351625,58.7884807256236,20.0223838071328
19040,71.22829,128.8353,1.78070725,58.4287074829932,18.4264310105361
19041,68.5347,130.156,1.7133675,59.027664399093,20.1073366848824
19042,69.8437,134.747,1.7460925,61.1097505668934,20.0436133869185
19043,69.37798,153.3498,1.7344495,69.5463945578231,23.1180554511857
19044,70.73471,138.6245,1.76836775,62.868253968254,20.1041736533137
19045,68.82335,133.9317,1.72058375,60.74,20.5174391356361
19046,70.17434,126.2272,1.7543585,57.24589569161,18.5997738645654
19047,67.29725,143.426,1.68243125,65.0458049886621,22.9797150877102
19048,70.27076,133.5081,1.756769,60.5478911564626,19.6186763657563
19049,67.913,133.8764,1.697825,60.7149206349206,21.0624837590334
19050,69.54137,134.96,1.73853425,61.2063492063492,20.2502306378738
19051,68.06886,124.1629,1.7017215,56.3097052154195,19.4449254311873
19052,70.52222,123.9367,1.7630555,56.2071201814059,18.0825371785637
19053,70.17403,135.6413,1.75435075,61.5153287981859,19.98713270192
19054,68.48377,132.7352,1.71209425,60.1973696145125,20.5362989268945
19055,66.5262,100.3805,1.663155,45.5240362811791,16.4579337298044
19056,70.2248,141.5952,1.75562,64.2155102040816,20.8342992648815
19057,64.80255,110.9322,1.62006375,50.309387755102,19.1683540823293
19058,65.99408,114.0842,1.649852,51.7388662131519,19.00758461015
19059,70.21852,135.3689,1.755463,61.39179138322,19.92172521954
19060,64.63526,127.2722,1.6158815,57.7198185941043,22.105784904077
19061,69.50261,143.5405,1.73756525,65.0977324263038,21.561730625734
19062,67.94257,137.276,1.69856425,62.2566893424036,21.5785403406484
19063,68.60763,128.7483,1.71519075,58.3892517006803,19.8476026954346
19064,69.74468,130.9538,1.743617,59.3894784580499,19.5347259118436
19065,70.29051,135.602,1.75726275,61.4975056689342,19.9151735345347
19066,70.17636,150.8629,1.754409,68.4185487528345,22.2286027628552
19067,68.32799,127.8796,1.70819975,57.995283446712,19.8753766439828
19068,67.90664,123.3323,1.697666,55.9330158730159,19.4072381418678
19069,66.83077,123.6567,1.67076925,56.0801360544218,20.0898230429427
19070,70.27036,133.2441,1.756759,60.4281632653061,19.580105145736
19071,67.19055,127.5741,1.67976375,57.8567346938775,20.5048931170537
19072,67.9287,111.3912,1.6982175,50.5175510204082,17.5168360376685
19073,69.57531,130.2659,1.73938275,59.0775056689342,19.5268339458247
19074,64.91246,141.2716,1.6228115,64.0687528344671,24.3282078041237
19075,67.24179,107.9326,1.68104475,48.9490249433107,17.3214999066174
19076,66.73326,128.6043,1.6683315,58.3239455782313,20.9547361276664
19077,66.10658,124.0844,1.6526645,56.27410430839,20.603414252415
19078,66.89731,124.2085,1.67243275,56.3303854875283,20.1393475366618
19079,69.97557,116.4106,1.74938925,52.7939229024943,17.2508709749286
19080,70.44049,139.3889,1.76101225,63.2149206349206,20.3842549721127
19081,70.11371,150.7673,1.75284275,68.3751927437642,22.2542339981359
19082,65.99872,134.8482,1.649968,61.1556462585034,22.4639186135192
19083,69.95658,144.1677,1.7489145,65.3821768707483,21.3757922161667
19084,69.63275,130.0907,1.74081875,58.9980498866213,19.4684127562738
19085,65.33549,121.2849,1.63338725,55.0044897959184,20.6167316539645
19086,64.6652,121.7053,1.61663,55.1951473922902,21.1193053703432
19087,67.6065,133.8331,1.6901625,60.695283446712,21.2470196982209
19088,65.23757,127.3737,1.63093925,57.7658503401361,21.716788495116
19089,68.93639,127.6957,1.72340975,57.9118820861678,19.4980234412417
19090,66.24616,130.9438,1.656154,59.3849433106576,21.6508479724875
19091,67.52515,118.5495,1.68812875,53.7639455782313,18.8660073921312
19092,68.98651,114.9093,1.72466275,52.1130612244898,17.5201660706622
19093,68.84443,115.5114,1.72111075,52.3861224489796,17.6847375613954
19094,66.88991,109.6227,1.67224775,49.7155102040816,17.7783175906727
19095,67.11375,128.4311,1.67784375,58.2453968253968,20.6899089497535
19096,71.00279,133.4631,1.77506975,60.5274829931973,19.20975245385
19097,69.99538,132.4863,1.7498845,60.0844897959184,19.6220152600244
19098,67.6521,132.338,1.6913025,60.0172335600907,20.9813482121305
19099,66.61694,121.7505,1.6654235,55.2156462585034,19.9073193162455
19100,66.12389,115.82,1.65309725,52.5260770975057,19.2210965378187
19101,68.05366,142.0749,1.7013415,64.4330612244898,22.2600314655102
19102,67.73026,142.6115,1.6932565,64.6764172335601,22.5579926690821
19103,66.93791,120.2927,1.67344775,54.5545124716553,19.4807810470307
19104,70.17167,130.967,1.75429175,59.3954648526077,19.2996593548658
19105,66.34749,138.2904,1.65868725,62.7167346938775,22.7957783910805
19106,67.05596,121.2986,1.676399,55.0107029478458,19.5745780139587
19107,71.31904,138.9588,1.782976,63.0198639455782,19.8237798729562
19108,67.6327,121.2978,1.6908175,55.0103401360544,19.2420288730806
19109,72.3593,119.509,1.8089825,54.1990929705215,16.5624007026625
19110,67.54356,142.1348,1.688589,64.4602267573696,22.6070511693612
19111,70.48939,129.9018,1.76223475,58.912380952381,18.9705120394297
19112,68.43258,128.8285,1.7108145,58.4256235827664,19.9616994048512
19113,64.68129,108.7665,1.61703225,49.3272108843537,18.8646693146872
19114,68.47919,134.2212,1.71197975,60.8712925170068,20.7689851961852
19115,66.57968,124.5066,1.664492,56.4655782312925,20.3807590938924
19116,67.2967,129.1762,1.6824175,58.5833106575964,20.6969502942285
19117,67.20175,121.1701,1.68004375,54.9524263038549,19.4690916631644
19118,67.02215,131.1607,1.67555375,59.4833106575964,21.1874360054163
19119,66.46511,119.6751,1.66162775,54.2744217687075,19.6574750088658
19120,71.67442,139.3237,1.7918605,63.1853514739229,19.6792260225993
19121,68.5519,143.9093,1.7137975,65.2649886621315,22.2208801493738
19122,68.65639,120.3063,1.71640975,54.5606802721088,18.5198656072106
19123,66.83653,103.4506,1.67091325,46.9163718820862,16.804152503424
19124,70.04256,132.8487,1.751064,60.248843537415,19.6491910873584
19125,65.59915,134.7797,1.63997875,61.1245804988662,22.7268607044894
19126,67.10442,135.3821,1.6776105,61.3977777777778,21.8157617128965
19127,67.77316,111.1036,1.694329,50.3871201814059,17.5518964861916
19128,68.32667,115.483,1.70816675,52.3732426303855,17.9493586639776
19129,68.48645,123.7207,1.71216125,56.1091609977324,19.1401107841342
19130,67.03686,116.3024,1.6759215,52.7448526077098,18.7790119427718
19131,66.9232,147.3265,1.67308,66.814739229025,23.8692549021821
19132,67.87561,116.4401,1.69689025,52.8073015873016,18.3394567688908
19133,67.28113,130.6107,1.68202825,59.2338775510204,20.936476406884
19134,66.50314,130.9561,1.6625785,59.3905215419501,21.4858638314941
19135,68.32476,133.2194,1.708119,60.4169614512472,20.7072598071587
19136,70.36394,144.2233,1.7590985,65.4073922902494,21.1371543198271
19137,65.14779,131.3557,1.62869475,59.571746031746,22.4574755966435
19138,68.01902,133.8224,1.7004755,60.6904308390023,20.9884062758105
19139,68.59083,122.4374,1.71477075,55.5271655328798,18.8839730138674
19140,69.04421,130.8801,1.72610525,59.3560544217687,19.9218872298823
19141,66.88065,124.1543,1.67201625,56.3058049886621,20.1405897814893
19142,67.38799,139.7979,1.68469975,63.4004081632653,22.3381411582652
19143,68.35328,123.317,1.708832,55.9260770975057,19.1520656082193
19144,68.15364,119.5603,1.703841,54.222358276644,18.6775657161092
19145,69.75849,142.1927,1.74396225,64.486485260771,21.2028649518498
19146,65.42662,119.948,1.6356655,54.3981859410431,20.3327176652501
19147,67.87629,125.7474,1.69690725,57.0282993197279,19.8049709635192
19148,69.75726,129.0609,1.7439315,58.5310204081633,19.2454136942854
19149,65.78923,116.9633,1.64473075,53.0445804988662,19.6088170673807
19150,67.91269,120.1518,1.69781725,54.490612244898,18.9033947717645
19151,71.07096,143.0026,1.776774,64.8537868480726,20.5433355072756
19152,66.99756,122.3414,1.674939,55.4836281179138,19.7772936633665
19153,67.22561,120.1531,1.68064025,54.491201814059,19.2919827879944
19154,70.72869,157.3854,1.76821725,71.3765986394558,22.8288798434615
19155,64.74015,108.5634,1.61850375,49.2351020408163,18.7952203825194
19156,69.5375,135.2244,1.7384375,61.3262585034014,20.2921613123027
19157,69.09657,120.9011,1.72741425,54.8304308390023,18.375055631605
19158,67.70209,132.6755,1.69255225,60.1702947845805,21.0038046427177
19159,68.81677,124.6396,1.72041925,56.52589569161,19.0976032279226
19160,68.74628,125.283,1.718657,56.8176870748299,19.235573008742
19161,66.57536,121.695,1.664384,55.1904761904762,19.923107432603
19162,67.1991,127.4141,1.6799775,57.7841723356009,20.4739654751367
19163,67.24854,123.2395,1.6812135,55.8909297052154,19.7740485656331
19164,67.80506,124.4279,1.6951265,56.4298866213152,19.6383479768198
19165,71.97488,138.2571,1.799372,62.7016326530612,19.3658664711084
19166,69.89842,143.7624,1.7474605,65.1983673469388,21.3511850849604
19167,64.42791,112.2905,1.61069775,50.9253968253968,19.6293680367101
19168,67.95844,137.1145,1.698961,62.1834467120181,21.5430887789695
19169,65.51837,133.997,1.63795925,60.7696145124717,22.6506305025482
19170,65.50773,98.01516,1.63769325,44.4513197278912,16.5737025921201
19171,64.52474,113.2789,1.6131185,51.3736507936508,19.7427608807876
19172,69.0834,130.9646,1.727085,59.3943764172336,19.9121384129548
19173,72.04364,141.8397,1.801091,64.3263945578231,19.8297800958359
19174,65.09556,108.8232,1.627389,49.352925170068,18.6350321479207
19175,66.52195,126.2461,1.66304875,57.2544671201814,20.7013856810499
19176,65.7149,125.2941,1.6428725,56.8227210884354,21.0530153460083
19177,67.7545,133.7375,1.6938625,60.6519274376417,21.1391879418441
19178,65.18518,110.504,1.6296295,50.1151927437642,18.8708581210889
19179,67.74465,132.5059,1.69361625,60.0933786848073,20.9506064273411
19180,69.32145,124.9234,1.73303625,56.6546031746032,18.8633971307595
19181,70.2348,134.8146,1.75587,61.1404081632653,19.8309544135918
19182,67.37761,118.2797,1.68444025,53.6415873015873,18.9055971587587
19183,69.67373,119.3944,1.74184325,54.1471201814059,17.8466712560584
19184,65.88791,107.4635,1.64719775,48.7362811791383,17.9622570260079
19185,67.85004,133.4487,1.696251,60.5209523809524,21.034176810974
19186,66.95893,120.3034,1.67397325,54.5593650793651,19.4702837281457
19187,68.83336,124.4998,1.720834,56.4624943310658,19.066988453797
19188,68.49758,132.5462,1.7124395,60.1116553287982,20.4987894026675
19189,68.7395,122.3993,1.7184875,55.5098866213152,18.7965258062112
19190,65.22748,127.1413,1.630687,57.6604535147392,21.6838720490441
19191,71.98146,144.7643,1.7995365,65.6527437641723,20.2736320960672
19192,68.68094,134.0401,1.7170235,60.7891609977324,20.6192883018114
19193,67.12628,118.6035,1.678157,53.7884353741497,19.0995763336335
19194,67.01346,105.0695,1.6753365,47.650566893424,16.9771181430918
19195,66.4542,133.0311,1.661355,60.3315646258503,21.8584671189494
19196,67.28432,134.1482,1.682108,60.8381859410431,21.5014873656552
19197,70.71591,120.961,1.76789775,54.8575963718821,17.5518334234627
19198,67.63227,114.1463,1.69080675,51.767029478458,18.1077837319388
19199,61.827,100.9391,1.545675,45.7773696145125,19.1608366771428
19200,66.81603,123.1338,1.67040075,55.8429931972789,20.013697711862
19201,66.55006,115.1238,1.6637515,52.2103401360544,18.8616465565701
19202,69.87374,132.9684,1.7468435,60.3031292517007,19.7620435819478
19203,68.88997,133.4733,1.72224925,60.5321088435374,20.4076875165426
19204,63.86542,88.16618,1.5966355,39.9846621315193,15.6849041141607
19205,67.473,134.805,1.686825,61.1360544217687,21.4860879455766
19206,69.36134,136.2666,1.7340335,61.7989115646259,20.5525569040537
19207,67.66722,124.3972,1.6916805,56.4159637188209,19.7135720676956
19208,64.09691,112.0101,1.60242275,50.798231292517,19.783101851275
19209,70.1153,140.897,1.7528825,63.8988662131519,20.796370298544
19210,68.21237,120.1281,1.70530925,54.4798639455782,18.7339656146785
19211,68.31802,140.4507,1.7079505,63.696462585034,21.8355811313669
19212,66.31876,138.4193,1.657969,62.7751927437642,22.8367997010801
19213,65.14711,117.866,1.62867775,53.4539682539682,20.1516042068766
19214,68.93837,152.8404,1.72345925,69.3153741496599,23.336060028036
19215,68.30602,128.9768,1.7076505,58.4928798185941,20.0588035273692
19216,67.90522,127.8382,1.6976305,57.9765079365079,20.1171157466931
19217,68.72415,131.8936,1.71810375,59.8156916099773,20.2635884805678
19218,66.15404,122.0434,1.653851,55.3484807256236,20.2354535959033
19219,69.20458,145.5385,1.7301145,66.0038548752834,22.0505592622981
19220,68.96299,119.937,1.72407475,54.3931972789116,18.2992126893506
19221,67.96634,121.1045,1.6991585,54.9226757369615,19.023214389235
19222,68.39281,123.3811,1.70982025,55.9551473922903,19.1398765149167
19223,67.87168,112.354,1.696792,50.9541950113379,17.697940433584
19224,66.60248,105.694,1.665062,47.9337868480726,17.289439783522
19225,66.40671,136.6209,1.66016775,61.9595918367347,22.4804293724066
19226,71.24337,119.4742,1.78108425,54.1833106575964,17.0803439105247
19227,69.85952,130.22,1.746488,59.0566893424036,19.3614502799441
19228,66.3421,120.0586,1.6585525,54.4483446712018,19.7936658507689
19229,68.03653,117.8885,1.70091325,53.4641723356009,18.4798533060287
19230,68.44799,125.149,1.71119975,56.7569160997732,19.3828383447469
19231,66.18949,100.7205,1.65473725,45.678231292517,16.6821181335221
19232,65.35281,125.1497,1.63382025,56.7572335600907,21.2624188964148
19233,68.07168,112.3675,1.701792,50.9603174603175,17.5962113348845
19234,69.37941,117.3375,1.73448525,53.2142857142857,17.6883374585862
19235,65.60905,127.3115,1.64022625,57.737641723356,21.461077617149
19236,65.33719,113.8739,1.63342975,51.6434920634921,19.3559583333907
19237,67.08696,113.6991,1.677174,51.5642176870748,18.3312546594597
19238,68.91007,124.7451,1.72275175,56.5737414965986,19.0620455152315
19239,67.21084,130.7168,1.680271,59.2819954648526,20.9973336843211
19240,70.46212,127.2606,1.761553,57.7145578231292,18.5991862725124
19241,68.49577,122.6996,1.71239425,55.6460770975057,18.9769770077045
19242,69.3828,124.0819,1.73457,56.272970521542,18.7032112632259
19243,66.9424,99.05577,1.67356,44.9232517006803,16.0394181669254
19244,65.05132,108.3157,1.626283,49.1227664399093,18.5733641018831
19245,64.57878,107.7267,1.6144695,48.8556462585034,18.7436891280233
19246,70.02453,106.5897,1.75061325,48.34,15.7734329357975
19247,68.64292,135.4839,1.716073,61.4439455782313,20.8644806603956
19248,69.3952,123.3528,1.73488,55.9423129251701,18.5866678225061
19249,64.498,103.1257,1.61245,46.7690249433107,17.9881210919022
19250,68.75748,129.8778,1.718937,58.9014965986395,19.9345487886911
19251,70.5535,126.2709,1.7638375,57.2657142857143,18.4067680132515
19252,67.55247,107.1793,1.68881175,48.6073922902494,17.0427564840722
19253,72.1117,137.8252,1.8027925,62.5057596371882,19.2321816485928
19254,68.24515,126.9731,1.70612875,57.5841723356009,19.7824249312873
19255,68.39009,150.2682,1.70975225,68.148843537415,23.3126757132713
19256,66.47685,125.4514,1.66192125,56.8940589569161,20.5989952101086
19257,71.38525,134.2473,1.78463125,60.8831292517007,19.1161301675062
19258,66.35336,129.886,1.658834,58.9052154195011,21.4066097660088
19259,66.6283,131.9099,1.6657075,59.8230839002268,21.5611199120521
19260,68.15306,131.1771,1.7038265,59.4907482993197,20.4926769780953
19261,69.33029,133.502,1.73325725,60.5451247165533,20.1536228575797
19262,68.60209,126.7976,1.71505225,57.5045804988662,19.5500435143758
19263,69.86885,139.479,1.74672125,63.2557823129252,20.7325644304886
19264,67.12737,119.6263,1.67818425,54.2522902494331,19.263659574873
19265,69.69019,122.2988,1.74225475,55.4643083900227,18.272176744997
19266,67.82449,130.1764,1.69561225,59.0369160997732,20.5338588470121
19267,66.96219,122.223,1.67405475,55.4299319727891,19.7790318860877
19268,69.13713,137.5221,1.72842825,62.3682993197279,20.8766682453526
19269,66.27125,125.5452,1.65678125,56.9365986394558,20.7425037452724
19270,71.64224,131.3708,1.791056,59.5785941043084,18.5725664546489
19271,66.31753,135.1288,1.65793825,61.2829024943311,22.2947508768371
19272,71.56528,154.7509,1.789132,70.1818140589569,21.9250111409591
19273,68.35767,129.9305,1.70894175,58.9253968253968,20.1766005557752
19274,64.12801,110.2428,1.60320025,49.9967346938775,19.4520822614872
19275,70.91483,147.3623,1.77287075,66.8309750566893,21.2629563621876
19276,70.31161,134.3731,1.75779025,60.9401814058957,19.7228485688286
19277,67.4626,130.7984,1.686565,59.3190022675737,20.8539184400977
19278,70.69375,153.4537,1.76734375,69.593514739229,22.2805913756072
19279,69.64298,121.5795,1.7410745,55.1380952380952,18.1893445465365
19280,66.12271,121.6818,1.65306775,55.1844897959184,20.1946218452402
19281,68.91139,134.8144,1.72278475,61.1403174603175,20.5999256016919
19282,65.59233,139.8298,1.63980825,63.4148752834467,23.5833235097493
19283,68.39697,131.1997,1.70992425,59.5009977324263,20.3502854424791
19284,71.08749,127.9353,1.77718725,58.0205442176871,18.3702649626502
19285,66.69531,136.8321,1.66738275,62.0553741496599,22.3207503527085
19286,65.6135,118.7268,1.6403375,53.8443537414966,20.0112280757781
19287,67.24761,114.7405,1.68119025,52.0365079365079,18.4108745563889
19288,63.98366,122.5457,1.5995915,55.5762811791383,21.7205744881047
19289,67.44473,143.2907,1.68611825,64.9844444444444,22.8577433624379
19290,69.45442,142.9678,1.7363605,64.8380045351474,21.5055149004833
19291,66.65284,140.9184,1.666321,63.9085714285714,23.016632023194
19292,66.90633,112.5183,1.67265825,51.0287074829932,18.2389626619816
19293,67.36174,132.7616,1.6840435,60.2093424036281,21.2303558243027
19294,68.85531,113.9658,1.72138275,51.6851700680272,17.4425933719722
19295,67.14749,110.8704,1.67868725,50.2813605442177,17.8429819776818
19296,68.43251,127.4271,1.71081275,57.7900680272109,19.7445958781315
19297,66.76784,114.9009,1.669196,52.1092517006803,18.7025216445891
19298,65.88806,106.0497,1.6472015,48.0951020408163,17.7258631594038
19299,70.28666,139.7015,1.7571665,63.3566893424036,20.5194939268962
19300,65.73875,132.1646,1.64346875,59.9385941043084,22.1913463155475
19301,66.85533,130.9737,1.67138325,59.3985034013605,21.2629447964551
19302,67.81668,119.0647,1.695417,53.9975963718821,18.7854395434773
19303,66.13711,118.1549,1.65342775,53.5849886621315,19.6007504151786
19304,67.44496,134.7946,1.686124,61.1313378684807,21.5022981897265
19305,70.31339,135.4947,1.75783475,61.448843537415,19.8864664861285
19306,69.67229,138.3051,1.74180725,62.7234013605442,20.6742333289947
19307,68.20788,130.6784,1.705197,59.2645804988662,20.3819670329181
19308,69.07866,135.7628,1.7269665,61.5704308390023,20.6444998758671
19309,69.2147,145.863,1.7303675,66.1510204081633,22.0932622996602
19310,69.03707,134.3548,1.72592675,60.9318820861678,20.4550183385376
19311,67.4867,130.712,1.6871675,59.2798185941043,20.8252615251259
19312,68.65038,130.0623,1.7162595,58.9851700680272,20.0252030096635
19313,68.47651,117.658,1.71191275,53.3596371882086,18.2074705017123
19314,66.81897,125.9835,1.67047425,57.1353741496599,20.4750751650694
19315,68.62807,128.3296,1.71570175,58.1993650793651,19.7712741584248
19316,66.49421,100.1453,1.66235525,45.4173696145125,16.4351737388177
19317,69.32902,117.3836,1.7332255,53.2351927437642,17.7210189880036
19318,66.80477,109.5414,1.67011925,49.6786394557823,17.8104433260365
19319,67.45323,117.2084,1.68633075,53.1557369614512,18.6923810170898
19320,66.82436,118.9075,1.670609,53.9263038548753,19.3219529839877
19321,68.44044,132.5773,1.711011,60.1257596371882,20.5378497879132
19322,68.17205,135.7029,1.70430125,61.5432653061224,21.1878948935109
19323,65.54081,120.4393,1.63852025,54.6209977324263,20.3449207631184
19324,69.87822,134.6517,1.7469555,61.0665306122449,20.0096532262957
19325,70.74234,154.9873,1.7685585,70.2890249433107,22.4723587320354
19326,69.72666,142.6482,1.7431665,64.6930612244898,21.2902107212427
19327,69.32118,130.9678,1.7330295,59.3958276643991,19.7762538285738
19328,67.35447,106.6254,1.68386175,48.3561904761905,17.0545088230685
19329,71.54135,121.2208,1.78853375,54.9754195011338,17.1859788282518
19330,65.76665,122.1748,1.64416625,55.4080725623583,20.4965886219051
19331,70.40562,142.0761,1.7601405,64.4336054421769,20.7978174273747
19332,66.07982,104.0078,1.6519955,47.1690702947846,17.2838144937637
19333,66.23757,122.995,1.65593925,55.7800453514739,20.3418319762283
19334,71.08337,141.4795,1.77708425,64.1630385487528,20.3174353678267
19335,70.71918,137.857,1.7679795,62.5201814058957,20.0016479740857
