Address,Price,Description,Place,Beds,Bath,Sq.Ft,Website
309 Herron Mews NE,739900,CA  AB T4B 3P6,Livingston,4,2.5,2208,Bode Platform Inc.
175 Royal Oak Manor NW,749900,CA  AB T3G 0A6,Royal Oak,3,2.5,2510,RE/MAX House Of Real Estate
208 Holy Cross #106,374900,CA  AB T2S 3G3,Mission,1,1,670,RE/MAX Real Estate (Central)
208 Holy Cross #105,374900,CA  AB T2S 3G3,Mission,1,1,766,RE/MAX Real Estate (Central)
369 Point Mckay Gardens NW,679900,CA  AB T3B 5C1,Point Mckay Gardens,3,2.5,1496,Royal Lepage Benchmark
319 Chapalina Gardens SE,799000,CA  AB T2X 0A9,Chaparral,5,3.5,2693,RE/MAX Realty Professionals
515 4 Ave NE #207,338000,CA  AB T2E 0J9,Bridgeland/Riverside,2,2,660,Grand Realty
179 Taradale Dr NE,489900,CA  AB T3J 2S1,Taradale,3,1.5,1343,Real Estate Professionals Inc.
131 Mckerrell Place SE,624000,CA  AB T2Z1R8,Mckenzie Lake,5,2.5,2253,Cir Realty
64 Falbury Bay NE,572900,CA  AB T3J1H6,Falconridge,5,3.5,1508,Cir Realty
61 Howse Mount NE,799000,CA  AB T3P 1N9,Livingston,3,2.5,2632,Greater CA Real Estate
10 Rock Lake View NW,1175000,CA  AB T3G 0G1,Rocky Ridge,4,4,3066,RE/MAX House Of Real Estate
4455D Greenview Dr NE #402,295000,CA  AB T2E 6M1,Greenview,3,1.5,1143,Western Gold Real Estate
726 25 Ave NW,1250000,CA  AB T2M 2B2,Mount Pleasant,4,2.5,2411,RE/MAX Real Estate (Central)
724 25 Ave NW,1248000,CA  AB T2M 2B2,Mount Pleasant,2,3.5,2375,RE/MAX Real Estate (Central)
1053 10 St SW #1706,256000,CA  AB T2R 0S6,Beltline,1,1,464,Real Broker
13034 Coventry Hills Way NE,779900,CA  AB T3K 0L9,Coventry Hills,7,5.5,2509,Diamond Realty & Associates Ltd.
19 Kincora Crescent NW,598500,CA  AB T3R 0N5,Kincora,4,3.5,1317,RE/MAX Irealty Innovations
1920 14 Ave NE #210,275000,CA  AB T2E 8V4,Mayland Heights,2,2,988,Cir Realty
19 Elveden Place SW,3700000,CA  AB T3H 0L1,Springbank Hill,8,7.5,8179,Real Broker
68 Bridleridge Gardens SW,459900,CA  AB T2Y 1C9,Bridlewood,4,1.5,1234,RE/MAX Real Estate (Central)
29 La Valencia Green NE,648800,CA  AB T1Y 6P5,Monterey Park,4,3.5,1927,Cir Realty
4932 Marian Rd NE,430000,CA  AB T2A 2X5,Marlborough,3,1,1040,RE/MAX Real Estate (Central)
130 Discovery Dr SW #29,699000,CA  AB T3H 6E9,Discovery Ridge,3,2.5,1508,Royal Lepage Benchmark
62 Templeby Way NE,449500,CA  AB T1Y5N8,Temple,3,1.5,1215,Cir Realty
3320 3 Ave NW #206,528000,CA  AB T2N 0L9,Parkdale,2,2,987,Diamond Realty & Associates Ltd.
69 West Point Close SW,1298800,CA  AB T3H 0X4,West Springs,4,3.5,2731,Century 21 Bamber Realty Ltd.
40 Walgrove Walk SE #403,280000,CA  AB T2X 4S6,Walden,1,1,496,Cir Realty
6000 Somervale Ct SW #410,256000,CA  AB T2Y 4J4,Somerset,1,1,680,Listed by Shirley Mikolajow
354 Alpine Ave SW,549000,CA  AB T0L1W0,Alpine Park,3,2.5,1496,Bode Platform Inc.
93 Nolancrest Green NW,799900,CA  AB T3R 0P8,Nolan Hill,5,3.5,2313,Urban-Realty.Ca
4629 70 St NW,824900,CA  AB T3B 2K7,Bowness,4,3.5,1813,RE/MAX House Of Real Estate
3730 16 Ave SE,579999,CA  AB T2A 0N6,Forest Lawn,2,2,1806,Maxvalue Realty Ltd.
15 Homestead Gate NE,559900,CA  AB T3J 2K6,Homestead,3,2.5,1441,RE/MAX Crown
21 Elveden Dr SW,2400000,CA  AB T3H2X8,Springbank Hill,5,4.5,5424,The Real Estate Company
2721 5 Ave NW,1599999,CA  AB T2N 0T9,West Hillhurst,5,4.5,2567,Exp Realty
216 Panatella View NW,820000,CA  AB T3K 0N2,Panorama Hills,5,4,2648,Highline Real Estate Inc.
24 Edgeburn Crescent NW,509900,CA  AB T3A4H9,Edgemont,3,1.5,1097,Coldwell Banker Mountain Central
30 Chapalina Way SE,689999,CA  AB T2X3P1,Chaparral,3,3.5,1791,Coldwell Banker Complete Real Estate
180 Falshire Way NE,519000,CA  AB T3J2B5,Falconridge,5,2.5,933,RE/MAX Irealty Innovations
317 Silverado Ranch Manor SW,1999999,CA  AB T2X 0V2,Silverado,4,5,2263,RE/MAX Realty Professionals
77 Spruce Place SW #2604,539900,CA  AB T3C 3X6,Spruce Cliff,2,2.5,1209,Cir Realty
6331 128 Ave NE,390000,CA  AB T3N 1B9,Cornerstone,2,2.5,1018,Greater Property Group
3800 Dover Ridge Dr SE,574900,CA  AB T2B 2C9,Dover,5,2,960,Urban-Realty.Ca
81 Legacy Blvd SE #1210,269900,CA  AB T2X 2B9,Legacy,2,2,694,Century 21 Bravo Realty
2424 36 St SW,749900,CA  AB T2E 2Z5,Killarney/Glengarry,3,2.5,1645,Real Estate Professionals Inc.
3312 40 St SW,799900,CA  AB T3E 3K2,Glenbrook,4,3.5,1737,Century 21 Bamber Realty Ltd.
15 Sage Meadows Landing NW #4309,344999,CA  AB T3P1E5,Sage Hill,2,2,731,Drummer Realty & Property Management
171 Canterbury Dr SW,809900,CA  AB T2W 1H3,Canyon Meadows,4,2.5,1917,Sotheby's International Realty Canada
2308 Centre St NE #305,339900,CA  AB T2E 2T7,Tuxedo Park,2,2,761,RE/MAX Real Estate (Central)
537 14 Ave SW #606,270000,CA  AB T2R 0M7,Beltline,2,1.5,963,Cir Realty
187 Rundlehorn Crescent NE,589000,CA  AB T1Y1C5,Rundle,3,2.5,1136,Real Estate Professionals Inc.
2476 210 Ave SE,390000,CA  AB t2x4c2,Legacy,2,2,914,Cir Realty
95 Skyview Close NE #406,459000,CA  AB T3N 1X2,Skyview Ranch,3,3,1234,RE/MAX Irealty Innovations
2533 20 St SW,1299000,CA  AB T2T 4Z4,Richmond,4,3.5,2278,RE/MAX House Of Real Estate
290 Mahogany Place SE,1125000,CA  AB T3M 1W3,Mahogany,6,3.5,2913,RE/MAX Realty Professionals
707 Imperial Way SW,1825000,CA  AB T2S 1N6,Britannia,4,3.5,1759,Listed by Justin Havre
231 27 Ave NW,999000,CA  AB T2M 2H5,Tuxedo Park,3,2.5,1938,Century 21 Bravo Realty
128 Douglas Shore Close SE,1090000,CA  AB T2Z 2K8,Douglasdale/Glen,4,3,1843,Nineteen 88 Real Estate
345 4 Ave NE #105,230000,CA  AB T2E 0J4,Crescent Heights,1,1,781,Royal Lepage Benchmark
224 Carringham Rd NW,929900,CA  AB T3P 1V4,Carrington,4,2.5,2863,RE/MAX Real Estate (Central)
901 10 Ave SW #2905,365000,CA  AB T2R 0B5,Beltline,1,1,578,Royal Lepage Mission Real Estate
6959 Christie Estate Blvd SW,1199000,CA  AB T3H 2S2,Christie Park,6,3.5,2612,Grand Realty
333 Taravista Dr NE #2101,289000,CA  AB T3J 0H4,Taradale,2,2,996,Cir Realty
58 Citadel Estates Heights NW,639000,CA  AB T3G 5E4,Citadel,4,3.5,1672,Grand Realty
510 6 Ave SE #1503,604990,CA  AB T2G 1L7,Downtown East Village,2,2,1127,Homecare Realty Ltd.
24 Edgevalley Gardens NW,1399800,CA  AB T3A 5H1,Edgemont,4,3.5,2606,Grand Realty
192 Cranford Dr SE,769900,CA  AB t3m0w9,Cranston,5,3.5,2223,Power Properties
119 Confluence Mews SE,599900,CA  AB T2G 1J1,Evolution,2,2.5,1562,Maxwell Canyon Creek
500 Eau Claire Ave SW #102F,599900,CA  AB T2P 3R8,Eau Claire,1,1.5,1427,RE/MAX Real Estate (Central)
228 Skyview Ranch Circle NE,399900,CA  AB T3N 0R8,Skyview Ranch,2,2.5,955,Exp Realty
168 Howse Crescent NE,768800,CA  AB T3P1L5,Livingston,3,2.5,2252,Sotheby's International Realty Canada
50 Cornerstone Passage NE #704,455000,CA  AB T3N1B9,Yorke Townhomes,3,2.5,1529,Exp Realty
315 Parkglen Crescent SE,768000,CA  AB T2J 4M4,Parkland,4,2.5,1727,Royal Lepage Mission Real Estate
1908 Cayuga Dr NW,899900,CA  AB T2L 0N3,Collingwood,4,3,1558,RE/MAX Real Estate (Mountain View)
33 Evansview Ct NW,1298000,CA  AB T3P 0L6,Evanston,5,3.5,2765,RE/MAX Real Estate (Central)
158 Aquila Way,869900,CA  AB T3R1Y6,Glacier Ridge,4,3,2295,Amg Realty
2013 35 St SW,1079900,CA  AB T3E 2X5,Killarney/Glengarry,4,4.5,1861,Exp Realty
7611 34 Ave NW,594500,CA  AB T3B 1N9,Bowness,3,2,990,Ally Realty
125 Auburn Meadows Walk SE,335000,CA  AB t3m 2e7,Auburn Bay,2,1,720,Royal Lepage Metro
500 Eau Claire Ave SW #402A,648000,CA  AB T2P 3R8,Eau Claire,2,2,1778,Sotheby's International Realty Canada
36 Wentworth Square SW,1199900,CA  AB T3H 0E2,West Springs,2,2.5,2569,Real Estate Professionals Inc.
14220 Evergreen St SW,765000,CA  AB T2Y2W9,Evergreen,4,3.5,1900,One Percent Realty
29 Red Sky Terrace NE,875000,CA  AB T3N 1M8,Redstone,5,3,2794,Prep Realty
15 Saddlestone Way NE #319,319900,CA  AB T3J0S3,Saddle Ridge,2,2,886,RE/MAX Complete Realty
112 Sage Hill Crescent,660000,CA  AB T3R 1Y2,Sage Hill,3,2.5,1747,Exp Realty
903 Mahogany Blvd SE #54,549900,CA  AB T3M2B6,Mahogany,3,2.5,1424,Bode Platform Inc.
5103 19 St SW,725000,CA  AB T3E 1J6,North Glenmore Park,3,3.5,1608,RE/MAX House Of Real Estate
352 Saddlemont Blvd NE,730000,CA  AB T3J0M8,Saddle Ridge,6,3.5,1990,Maxwell Central
225 11 Ave SE #803,309900,CA  AB T2G 0G3,Beltline,1,1,532,Real Broker
2130 17 St SW #407,219900,CA  AB T2T 4M4,Bankview,2,1,455,Tink
3375 15 St SW #310,308500,CA  AB T2T 4A2,South CA,1,1,532,Real Broker
2428 Vista St NE,619900,CA  AB T3E6H5,Vista Heights,3,2,1106,Greater CA Real Estate
521 57 Ave SW #201,248000,CA  AB T2V 4N5,Windsor Park,2,1.5,1088,Listed by Seamus Logue
227 Carringvue Place NW,799900,CA  AB T3P 2A5,Carrington,3,2.5,2047,RE/MAX Crown
1903 45 Ave SW,2500000,CA  AB T2T 2P4,Altadore,5,4.5,3279,Precision Real Estate
165 Les Jardins Park SE,599900,CA  AB T2E 6J5,Les Jardins,3,2.5,1645,Jayman Realty Inc.
515 21 Ave SW,1398000,CA  AB T2S 0G9,Cliff Bungalow Townhouses,3,3,2231,RE/MAX Realty Professionals
60 Yorkville Passage SW,712990,CA  AB T2X 5B5,Yorkville,3,2.5,1879,RE/MAX Crown
322 11 St NW,2098000,CA  AB T2N 1X1,Hillhurst,4,4.5,2977,Cir Realty
150 Chapala Point SE,1689000,CA  AB T2X 0B3,Chaparral,4,4.5,3453,Homecare Realty Ltd.
181 Coral Springs Close NE,599900,CA  AB T3J 3S6,Coral Springs,4,3.5,1717,RE/MAX Irealty Innovations
706 15 Ave SW #1002,279900,CA  AB T2R 0R7,Beltline,2,1,772,Real Broker
221 18A St NW,1275000,CA  AB T2N 2H1,West Hillhurst,4,3.5,2207,RE/MAX Real Estate (Central)
8535 Bonaventure Dr SE #319,339000,CA  AB T2H 3A1,Acadia,2,1,888,Listed by Seamus Logue
5820 37 St SW,1149900,CA  AB T3E 5M6,Lakeview,4,4.5,2271,Real Broker
10 Aspen Meadows Heath SW,1399900,CA  AB T3H 5Z6,Aspen Woods,6,3.5,3601,RE/MAX Realty Professionals
65 Calhoun Crescent NE,819000,CA  AB T3P 1X8,Livingston,3,2.5,2266,Urban-Realty.Ca
55 Saddlebrook Way NE,689900,CA  AB T3J 5M8,Saddle Ridge,4,3.5,2006,Royal Lepage Mission Real Estate
660 Eau Claire Ave SW #303,319998,CA  AB T2P 5K3,Eau Claire,1,1,627,Exp Realty
92 Saddletree Ct NE #309,255000,CA  AB T3J 0K9,Saddle Ridge,2,2,814,Cir Realty
22 Richard Place SW #123,234900,CA  AB T3E 7N6,Lincoln Park,1,1,537,RE/MAX Rocky View Real Estate
40 Castlepark Rd NE,549900,CA  AB T3J1S1,Castleridge,4,2.5,851,Maxwell Central
4519 Bowness Rd NW #2,459888,CA  AB T3B 0A9,Montgomery,3,3.5,1078,Real Broker
76 Cornerstone Passage NE #1326,309900,CA  AB T3N 0Y6,Cornerstone,2,2,707,Century 21 Elevate Real Estate
824 Durham Ave SW,1799900,CA  AB T2T5R2,Upper Mount Royal,4,5.5,3532,RE/MAX Real Estate (Central)
245 Killarney Glen Ct SW,449888,CA  AB T3H 7H4,Killarney Glen Court,4,2.5,1519,Real Broker
525 13 Ave SW #603,289000,CA  AB T2R 0K4,Beltline,3,2,1240,Real Broker
728 13 Ave SW #630,575000,CA  AB T2R 0K9,Beltline,2,2,1516,Real Estate Professionals Inc.
1922 8 Ave SE,474900,CA  AB T2G 0N6,Inglewood,2,1,864,Real Broker
24 Clarendon Rd NW,899800,CA  AB T2L 0P1,Collingwood,4,3.5,2267,RE/MAX Real Estate (Mountain View)
223 13 Ave NE,949800,CA  AB T2E 1B8,Crescent Heights,4,3.5,1802,Real Estate Professionals Inc.
1041 Varsity Estates Place NW,1749900,CA  AB T3B 3B6,Varsity,4,3.5,2725,Royal Lepage Benchmark
1110 3 Ave NW #105,499900,CA  AB T2N 4J3,Hillhurst,2,2,865,Sotheby's International Realty Canada
45 Lavender Passage SE,549900,CA  AB T3S 0G7,Section 23,3,2.5,1371,Cir Realty
128 Langton Dr SW,699900,CA  AB T3E5E9,North Glenmore Park,6,2.5,1605,Royal Lepage Benchmark
102 Cougar Ridge View SW,1949900,CA  AB T3H 4X3,Cougar Ridge,5,3.5,4160,Exp Realty
327 9 Ave NE,630000,CA  AB T2E 0V7,Crescent Heights,2,1,659,Comox Realty
615 49 Ave SW,779000,CA  AB T2S 1G6,Elboya,4,2,1303,Cir Realty
100 10A St NW #302,2499900,CA  AB T2N4T3,Hillhurst,2,2,1988,Purpose Realty
100 10A St NW #507,1499900,CA  AB T2N4T3,Hillhurst,2,2,1369,Purpose Realty
60 Coulee Crescent SW,1170000,CA  AB T3H 4C2,Cougar Ridge,4,3.5,2552,Exp Realty
159 Saddleback Rd NE,719900,CA  AB T3J 4K6,Saddle Ridge,5,3.5,2043,RE/MAX Real Estate (Central)
64 Everhollow Rise SW,944000,CA  AB T2Y 5H2,Evergreen,4,3.5,2656,Heritage Elite Realty
271 Belvedere Dr SE,829900,CA  AB T2A 7M5,Belvedere,5,4,2472,Maxvalue Realty Ltd.
100 10A St NW #802,10000000,CA  AB T2N4T3,Hillhurst,3,3.5,4715,Purpose Realty
1521 14 Ave SW,888888,CA  AB T2C 0W4,Sunalta,3,3,1175,Heritage Elite Realty
219 Berwick Way NW,559990,CA  AB T3K 1B8,Beddington Heights,3,2.5,1707,Royal Lepage Metro
2034 32 Ave SW,1199999,CA  AB T2T 1W6,South CA,4,3.5,2331,Evolve Realty
704 Imperial Way SW,830000,CA  AB T2S 1N7,Britannia,4,3,1373,Cir Realty
356 Legacy Circle SE,799999,CA  AB T2X 2G5,Legacy,5,3,2719,Cir Realty
77 Country Hills Close NW,829900,CA  AB T3K 3Z2,Country Hills,6,3,1871,Century 21 Bravo Realty
8710 Horton Rd SW #203,254000,CA  AB T2V 2X4,Haysboro,1,1,701,Listed by Shirley Mikolajow
504 Cedar Crescent SW #204,255000,CA  AB T3C 2Y8,Spruce Cliff,1,1,777,Real Broker
1025 5 Ave SW #707,360000,CA  AB T2P1N4,Downtown West End,1,1,597,RE/MAX House Of Real Estate
6868 Sierra Morena Blvd SW #121,300000,CA  AB T3E 3R6,Signal Hill,2,1,897,Listed by Justin Havre
1305 23 St NW,1074900,CA  AB T2N 2P4,Hounsfield Heights/Briar Hill,3,3.5,1933,RE/MAX Real Estate (Central)
92 Sienna Hills View SW,1495000,CA  AB T3H 2Y8,Signal Hill,4,4.5,2557,Royal Lepage Benchmark
47 Aspen Ridge Ct SW,3388000,CA  AB T3H 0P2,Aspen Woods,6,5.5,4074,RE/MAX Realty Professionals
4838 87 Ave NE,779900,CA  AB T3J 2J2,Saddle Ridge,6,4,1862,The Real Estate Company
3638 3 St SW,1798000,CA  AB T2S 1V5,Parkhill,3,3.5,2024,Real Estate Professionals Inc.
2302 25 Ave NW,1350000,CA  AB T2M 3C3,Banff Trail,4,4.5,2258,RE/MAX Real Estate (Central)
510 6 Ave SE #1603,605000,CA  AB T2G 0H1,Downtown East Village,2,2,1106,Real Broker
6712 Silver Ridge Way NW,849900,CA  AB T3B 4R4,Silver Springs,5,3,1590,RE/MAX Real Estate (Central)
103 Cranwell Close SE,730000,CA  AB T3M 1B1,Cranston,3,2.5,2245,RE/MAX Real Estate (Central)
2329 77 St SW,720000,CA  AB T3H 6C9,Springbank Hill,3,2.5,1435,Grand Realty
642 56 Ave SW,624900,CA  AB T2V 0G8,Windsor Park,2,3.5,1788,Listed by Cliff Stevenson
24 Hemlock Crescent SW #3616,349900,CA  AB T3C 2Z1,Spruce Cliff,1,1,574,Lethbridge Real Estate.Com
1344 Pennsburg Rd SE,419000,CA  AB T2A 2J9,Penbrooke Meadows,3,1,825,Real Estate Professionals Inc.
84 Templevale Way NE,519000,CA  AB T1Y 4V2,Temple,3,2.5,1550,Exp Realty
916 40 St SE,439900,CA  AB T2A 1J6,Forest Lawn,5,3,1186,Cir Realty
619 Saddlecreek Way NE,699900,CA  AB T3J4A3,Saddle Ridge,5,2.5,1986,Century 21 Bravo Realty
4944 Dalton Dr NW #105,250000,CA  AB T3A 2E6,Dalhousie,2,1,778,Rekha Realty
27 Taralake St NE,777999,CA  AB T3J 0J4,Taradale,6,3.5,2152,Real Broker
10220 8 St SW,495000,CA  AB T2W 0H1,Southwood,3,2.5,1015,Urban-Realty.Ca
683 10 St SW #1205,387500,CA  AB T2P 5G3,Downtown West End,2,2,945,Royal Lepage Benchmark
4914 22 St SW,1259900,CA  AB T2T 5G8,Altadore,4,3.5,2434,Exp Realty
301 Patterson Blvd SW,1150000,CA  AB T3H 3K1,Patterson,5,3.5,2936,Listed by Justin Havre
1188 3 St SE #3404,525000,CA  AB T2G1H8,Beltline,2,2,730,Listed by Justin Havre
65 Cranbrook Mount SE,859000,CA  AB T3M 3N5,Cranston,3,2.5,2380,Exp Realty
1435 7 Ave NW #144,199000,CA  AB T2N 0Z3,Hillhurst,1,1,622,Greater Property Group
36 Aspen Ridge Manor SW,2095000,CA  AB T3H 0T4,Aspen Woods,6,6.5,4701,RE/MAX House Of Real Estate
1418 Springfield Place SW,574900,CA  AB T2W 0Y1,Southwood,4,1.5,1524,RE/MAX House Of Real Estate
310 Mahogany Manor SE,1099500,CA  AB T3M 1X4,Mahogany,5,3.5,2846,RE/MAX Realty Professionals
14 Martha's Meadow Close NE,704900,CA  AB T3X 5C5,Martindale,4,3.5,1748,Exa Realty
157 Coral Springs Park NE,729900,CA  AB T3J 3Y2,Coral Springs,5,3.5,2027,Exa Realty
35 Mahogany Circle SE #101,1699900,CA  AB T2M 2V7,Mahogany,3,3.5,1255,Jayman Realty Inc.
402 Nolanfield Way NW,669000,CA  AB T3R 0L8,Nolan Hill,3,2.5,1587,Royal Lepage Benchmark
626 14 Ave SW #903,475000,CA  AB T2R 0X4,Beltline,2,2,835,Real Estate Professionals Inc.
1304 15 Ave SW #1040,269900,CA  AB T3C 0X7,Beltline,2,1.5,1056,Real Broker
3143 45 St SW,608000,CA  AB T3E 3T7,Glenbrook,2,2,677,The Real Estate Company
4616 16A St SW,1394900,CA  AB T2T 4L7,Altadore,4,3.5,2005,Real Broker
225 10 St NE,1049900,CA  AB T2E 4L9,Bridgeland/Riverside,4,4.5,1867,Real Broker
142 Lucas Terrace,799900,CA  AB T3P1P9,Livingston,4,2.5,2343,RE/MAX Real Estate (Central)
125 Hotchkiss Way SE,619900,CA  AB T3S0G2,Hotchkiss,3,2.5,1769,Bode Platform Inc.
722 13 Ave SW,798000,CA  AB T2R 0K9,The Estate,2,1.5,1723,RE/MAX Real Estate (Central)
137 Masters Row SE,699990,CA  AB T3M 2R9,Mahogany,4,3.5,1826,Exp Realty
225 25 Ave SW #606,360000,CA  AB T2S 2V2,Mission,2,2,980,First Place Realty
225 25 Ave SW #705,398000,CA  AB T2S 2V2,Mission,2,2,1081,First Place Realty
1188 3 St SE #4003,1730000,CA  AB T2G 1H8,Beltline,2,2.5,2431,Sotheby's International Realty Canada
724 Redstone Crescent NE,499000,CA  AB T3N9M3,Redstone,4,3.5,1184,Exp Realty
233 Ascot Circle SW,494000,CA  AB T3H 0X2,The Enclave,2,2.5,1139,RE/MAX House Of Real Estate
4504 14 St NW,574900,CA  AB T2K 1J6,North Haven,4,2,1066,RE/MAX Real Estate (Central)
1810 11 Ave SW #403,209900,CA  AB T3C 0N6,Sunalta,1,1,598,Maxwell Canyon Creek
6 Westland Crescent SW,1449900,CA  AB T3H0X7,West Springs,6,4.5,3187,Real Estate Professionals Inc.
2630 Erlton St SW,899900,CA  AB T2S 3W6,Erlton,5,4.5,1577,Homecare Realty Ltd.
36 Hutton Crescent SW,655000,CA  AB T2V3B7,Haysboro,3,2,1037,Confident Realty Inc
540 17 Ave NE,649000,CA  AB T2E 1M1,Winston Heights/Mountview,2,1,834,The Real Estate Company
106 Sherwood Mount NW,759900,CA  AB T3R 0G5,Sherwood,4,3.5,2521,First Place Realty
4503 5 Ave SW,699900,CA  AB T3C 0C5,Wildwood,4,2,1118,Century 21 Bravo Realty
2805 14 Ave SW,1219000,CA  AB T3C 1L6,Shaganappi,5,3.5,2073,Exp Realty
1918 28Th Ave SW,445000,CA  AB T2T1K1,South CA,3,1.5,1147,Property Solutions Real Estate Group Inc.
133 25 Ave SW #5D,389900,CA  AB T2S0K8,Mission,2,2,1233,RE/MAX Realty Professionals
223 Mahogany Landing SE,1280000,CA  AB t3m 1x5,Mahogany,5,3.5,3099,RE/MAX Real Estate (Central)
196 Lucas Common NW,629900,CA  AB T3P2B3,Livingston,3,2.5,1741,Bode Platform Inc.
5 Martin Crossing Cove NE,524900,CA  AB T3J4H9,Martindale,2,1.5,794,RE/MAX Real Estate (Mountain View)
450 8 Ave SE #309,240000,CA  AB T2G 1T2,Downtown East Village,2,1,489,Greater Property Group
122 Legacy Glen Crescent SE,684900,CA  AB T2X 4G7,Legacy,3,2.5,2051,Exp Realty
165 Cranleigh Bay SE,749000,CA  AB T3M 1H5,Cranston,4,3.5,2220,Real Broker
139 Sage Valley Green NW,889900,CA  AB T3R 0H7,Sage Hill,4,3.5,2472,First Place Realty
303 19 Ave SW #101,264000,CA  AB T2S0E1,Mission,1,1,568,RE/MAX House Of Real Estate
54 Belvedere Common SE,559900,CA  AB T2A 7G8,Belvedere,3,2.5,1339,RE/MAX Crown
46 Belvedere Common SE,559900,CA  AB T2A 7G8,Belvedere,3,2.5,1437,RE/MAX Crown
90 Panatella Landing NW #201,277900,CA  AB T3K 0K8,Panatella Landing,1,1,816,First Place Realty
8880 Horton Rd SW #2010,449900,CA  AB T2V 2W3,Haysboro,2,2,1031,RE/MAX House Of Real Estate
724 1 Ave NW #A,869988,CA  AB T2N0A1,Sunnyside,3,3.5,1677,Exp Realty
1303 Lake Ontario Dr SE,650000,CA  AB T2J4X9,Lake Bonavista,5,2.5,1152,Cir Realty
20709 Main St SE,564900,CA  AB T3M 3G2,Seton,3,2,1529,Jayman Realty Inc.
236 Edith Walk NW,679900,CA  AB T3R 1Y5,Glacier Ridge,3,2.5,1765,Jayman Realty Inc.
228 Edith Walk NW,649900,CA  AB T3R 1Y5,Glacier Ridge,3,2.5,1619,Jayman Realty Inc.
25 Lavender Passage SE,619900,CA  AB T3S 0C9,Rangeview,3,2.5,1598,Jayman Realty Inc.
326 Marina Cove SE,731900,CA  AB T3M 3P4,Mahogany,1,1.5,1163,Jayman Realty Inc.
348 Legacy Reach Circle SE,849900,CA  AB T2X 4T7,Legacy,5,3,2398,Jayman Realty Inc.
153 Legacy Glen Place SE,649900,CA  AB T2X 5J3,Legacy,4,3,1787,Jayman Realty Inc.
1532 Centre A St NE,729000,CA  AB T2E 2Z9,Crescent Heights,3,2,813,RE/MAX Real Estate (Central)
910 Drury Ave NE,1280000,CA  AB T2E 0M2,Bridgeland/Riverside,3,1.5,2301,Cir Realty
950 Crestridge Common SW,579999,CA  AB T3B6L6,Crestmont,3,2.5,1814,RE/MAX Real Estate (Central)
1120 Colgrove Ave NE,1524000,CA  AB t2e 5b9,Renfrew,4,4.5,2864,Tink
318 12 St NW,1950000,CA  AB T2N 1Y5,Hillhurst,4,3.5,2824,RE/MAX Real Estate (Central)
15233 1 St SE #317,289000,CA  AB T2X0X5,Midnapore,2,1,559,Coldwell Banker Mountain Central
47 Alpine Dr SW,689900,CA  AB T2Y 0S3,Alpine Park,3,2.5,1861,Urban-Realty.Ca
2813 39 St SW,899900,CA  AB T3E 3G8,Glenbrook,4,3.5,1976,RE/MAX Landan Real Estate
2805 31 St SW,974900,CA  AB T2E 2N9,Killarney/Glengarry,4,3.5,1923,RE/MAX Landan Real Estate
1108 6 Ave SW #1506,307900,CA  AB T2P5K1,Downtown West End,1,1,811,RE/MAX Complete Realty
211 Fallswater Rd NE,530000,CA  AB T3J 1B2,Falconridge,5,3,1255,Royal Lepage Metro
34 Lissington Dr SW,2300000,CA  AB t3e5e1,North Glenmore Park,3,3.5,2014,RE/MAX Real Estate (Central)
152 Sackville Dr SW,730000,CA  AB T2W 0W5,Southwood,5,3,1600,Exp Realty
19 Cromwell Ave NW,699900,CA  AB T2L 0M6,Collingwood,6,2,1193,Creekside Realty
180 Legacy Reach Park SE,779000,CA  AB T2X5C5,Legacy,3,2.5,2321,Bode Platform Inc.
500 Eau Claire Ave SW #500J,1150000,CA  AB T2P 3R8,Eau Claire,4,3.5,4257,RE/MAX Real Estate (Central)
327 9A St NW #510,424900,CA  AB T2N 1T7,Sunnyside,1,1,561,Exp Realty
158 Verity Manor SW,820000,CA  AB T2Y0S9,Alpine Park,3,2.5,2241,Bode Platform Inc.
2515 16A St SW,799900,CA  AB T2T 4K6,Bankview,3,2.5,1308,Real Estate Professionals Inc.
208 Covecreek Ct NE,729999,CA  AB T3K0M9,Coventry Hills,4,3.5,1705,Exp Realty
2036 30 Ave SW,2090000,CA  AB T2T 1R2,South CA,3,2.5,2907,RE/MAX Real Estate (Central)
103 Hawkhill Place NW,575000,CA  AB T3G 2V4,Hawkwood,4,2.5,1624,Real Broker
1028 Prospect Ave SW,1848000,CA  AB T2T 0W7,Upper Mount Royal,4,3,2004,Century 21 Bamber Realty Ltd.
2012 42 St SE,469888,CA  AB T2B 1G3,Forest Lawn,5,2,915,Real Broker
1710 29 St SW,1299000,CA  AB t3c 1m4,Shaganappi,4,3.5,2157,Grand Realty
116 Westview Dr SW,1775000,CA  AB T3C 2R9,Westgate,3,2.5,2474,Cir Realty
238 Sage Valley Common NW #111,309999,CA  AB T3R 1X8,Sage Hill,2,1,657,Prep Realty
109 Hamptons Mews NW,1099000,CA  AB T3A 5C2,Hamptons,5,3.5,2391,First Place Realty
2207 Mackay Rd NW,699000,CA  AB T3B 1E1,Montgomery,1,2,967,Power Properties
2640 28 St SW,959900,CA  AB T3E2J1,Killarney/Glengarry,4,3.5,1983,Real Broker
77 Cranarch Crescent SE,729000,CA  AB T3M 2J2,Cranston,5,3.5,2159,Grand Realty
202 Royal Birch Place NW,699900,CA  AB T3G5H8,Royal Oak,3,2.5,1875,Tink
